DI	UT
10.1128/JB.183.2.604-610.2001	WOS:000166121500022
10.1128/JB.184.14.3947-3956.2002	WOS:000176582200023
10.1134/1.1517386	WOS:000178625600004
10.1134/1.1520604	WOS:000179042400015
10.1134/1.1538288	WOS:000180393100003
10.1134/1.1540670	WOS:000181006600020
10.1134/1.1776233	WOS:000222391700005
10.1134/1.1813728	WOS:000224591000016
10.1134/1.1830650	WOS:000225300900001
10.1134/1.1903095	WOS:000228886800013
10.1134/1.2137369	WOS:000233569500002
10.1134/S0031918X06100036	WOS:000245712800003
10.1134/S1027451008060128	WOS:000262864900012
10.1134/S1027451009010054	WOS:000263782100005
10.1134/S1063778807120150	WOS:000252192900015
10.1134/S1063779606010011	WOS:000244111600001
10.1134/S106422690810001X	WOS:000266140900001
10.1137/080719650	WOS:000268858200009
10.1139/V04-118	WOS:000225691900010
10.1140/epja/i2001-10122-3	WOS:000177242700012
10.1140/epja/i2002-10037-5	WOS:000179928700005
10.1140/epja/i2002-10164-y	WOS:000185227900012
10.1140/epja/i2002-10230-6	WOS:000186890000049
10.1140/epja/i2002-10237-y	WOS:000186890000053
10.1140/epja/i2002-10286-2	WOS:000186890000056
10.1140/epja/i2002-10306-3	WOS:000186890000016
10.1140/epja/i2003-10024-4	WOS:000186461700001
10.1140/epja/i2003-10068-4	WOS:000186957400002
10.1140/epja/i2008-10721-4	WOS:000264537600003
10.1140/epja/i2008-10731-2	WOS:000265942900003
10.1140/epja/i2009-10877-3	WOS:000271645100004
10.1140/epja/i2009-10900-9	WOS:000274303600002
10.1140/epja/i2010-11023-0	WOS:000282433500004
10.1140/epja/i2011-11048-9	WOS:000289111100001
10.1140/epja/i2011-11139-7	WOS:000298047800012
10.1140/epjb/e20020090	WOS:000175563300002
10.1140/epjb/e2006-00080-6	WOS:000242300800007
10.1140/epje/i200101159	WOS:000174699000010
10.1140/epje/i2001-10105-8	WOS:000177771500005
10.1140/epje/i2002-10107-0	WOS:000181814000013
10.1140/epje/i2003-10069-7	WOS:000186890400001
10.1140/epje/i2010-10558-6	WOS:000276069800006
10.1140/epje/i2010-10607-2	WOS:000280135800003
10.1140/epje/i2011-11129-1	WOS:000301498400001
10.1142/S0129183105007972	WOS:000232638300002
10.1142/S0217732303010089	WOS:000181505000009
10.1142/S0217751X05021452	WOS:000227797700011
10.1142/S0217751X05021592	WOS:000227797700025
10.1142/S0217751X05021683	WOS:000227797700034
10.1142/S0217751X05021695	WOS:000227797700035
10.1142/S0217751X05021725	WOS:000227797700038
10.1142/S0217751X05021737	WOS:000227797700039
10.1142/S0217751X05021804	WOS:000227797700046
10.1142/S0217751X05021865	WOS:000227797700052
10.1142/S0217751X05021890	WOS:000227797700055
10.1142/S0217751X05021920	WOS:000227797700058
10.1142/S0217751X0502197X	WOS:000227797700063
10.1142/S0217751X05022007	WOS:000227797700066
10.1142/S0217751X05022032	WOS:000227797700069
10.1142/S0217751X05022147	WOS:000227797700080
10.1142/S0217751X05022226	WOS:000227797700088
10.1142/S0217751X05022238	WOS:000227797700089
10.1142/S0217751X05023025	WOS:000229085600009
10.1142/S0217751X05023141	WOS:000229085600021
10.1142/S0217751X05023542	WOS:000229085600061
10.1142/S0217751X07035914	WOS:000250926800058
10.1142/S0217979202012141	WOS:000178300300005
10.1142/S0218127405014155	WOS:000235355800005
10.1142/S0218127407018592	WOS:000252021900026
10.1142/S0218127408021312	WOS:000258879500010
10.1142/S0218339001000396	WOS:000173479800004
10.1142/S0218348X03001781	WOS:000181992600015
10.1142/S0219477504001720	WOS:000222204900014
10.1142/S0219493705001420	WOS:000231609000015
10.1142/S0219581X05003978	WOS:000245886300023
10.1143/JJAP.41.7202	WOS:000182730300131
10.1143/JJAP.41.L10	WOS:000173882600004
10.1143/JJAP.49.04DJ02	WOS:000277301300162
10.1143/JPSJ.70.3089	WOS:000171704500051
10.1146/annurev.physiol.63.1.235	WOS:000168071900012
10.1149/1.1372221	WOS:000169131500024
10.1149/1.1467945	WOS:000175275700016
10.1149/1.2008940	WOS:000231390900030
10.1149/1.2194021	WOS:000236679500036
10.1149/1.3072756	WOS:000263518300010
10.1149/1.3138722	WOS:000267798500041
10.1149/1.3265473	WOS:000273222700026
10.1149/1.3305792	WOS:000275586800042
10.1149/1.3332806	WOS:000276555300005
10.1149/1.3569978	WOS:000300770100006
10.1149/1.3578387	WOS:000290276400011
10.1149/2.024208jes	WOS:000308559400059
10.1149/2.060201jes	WOS:000298253200050
10.1149/2.066207jes	WOS:000308557200067
10.1152/jn.00947.2001	WOS:000176493800047
10.1152/physrev.00008.2002	WOS:000176576300007
10.1154/1.1643051	WOS:000221983800012
10.1154/1.2957883	WOS:000259254100010
10.1154/1.2998204	WOS:000261718200012
10.1159/000026693	WOS:000165786200007
10.1159/000319776	WOS:000282752200012
10.1159/000330648	WOS:000302135900002
10.1159/000336115	WOS:000303489900007
10.1160/nukmed-0046	WOS:000246810100005
10.1161/STROKEAHA.112.657288	WOS:000305882000047
10.1162/08989290260138663	WOS:000176826600009
10.1162/089892904970799	WOS:000222031700010
10.1162/0898929053124956	WOS:000226934500001
10.1162/jocn.2006.18.6.898	WOS:000238452000004
10.1162/jocn.2007.19.10.1721	WOS:000249763900013
10.1162/jocn.2007.19.3.365	WOS:000245081100002
10.1162/jocn.2007.19.4.658	WOS:000245408000011
10.1162/jocn.2007.19.6.1004	WOS:000247138600009
10.1162/jocn.2007.19.8.1354	WOS:000248592900010
10.1162/jocn.2008.21173	WOS:000270741300004
10.1163/156855501753210808	WOS:000173347100003
10.1167/12.2.10	WOS:000300947500010
10.1170/epja/i2002-10119-4	WOS:000182204800018
10.1175/1520-0469(2003)060<2229:AGFOLM>2.0.CO;2	WOS:000184841500013
10.1175/1520-0477-92.6.S1	WOS:000293132800003
10.1175/2010JCLI3490.1	WOS:000285227600001
10.1175/2011JCLI4124.1	WOS:000300418500018
10.1175/BAMS-D-11-00045.1	WOS:000300632200009
10.1175/BAMS-D-11-00123.1	WOS:000300632200002
10.1175/JAS-3329.1	WOS:000228012100024
10.1175/JAS-3330.1	WOS:000228012100025
10.1176/appi.ajp.158.7.1075	WOS:000169773000013
10.1176/appi.ajp.158.9.1429	WOS:000170769900011
10.1176/appi.ajp.161.10.1806	WOS:000224279000014
10.1176/appi.ajp.2012.11101585	WOS:000308278100015
10.1177/0269881109105397	WOS:000281324300008
10.1177/0269881110391830	WOS:000297943900007
10.1177/1362361311409258	WOS:000301517600005
10.1177/1473871611413565	WOS:000307427600001
10.1179/003258904225015536	WOS:000220900900026
10.1179/096797804X4213	WOS:000225196200003
10.1179/174329005X73838	WOS:000234254100028
10.1180/0009855054040183	WOS:000235969200004
10.1180/minmag.2011.075.4.2467	WOS:000295214200010
10.1186/1471-2164-11-165	WOS:000276364000001
10.1186/1471-2202-12-66	WOS:000293298500001
10.1186/1471-2229-12-50	WOS:000304009900001
10.1186/1741-7007-10-28	WOS:000304703700001
10.1186/1741-7007-5-46	WOS:000252971900001
10.1186/gb-2012-13-5-r40	WOS:000308545500007
10.1190/1.1484516	WOS:000176167700006
10.1190/geo2011-0458.1	WOS:000307799800024
10.1190/GEO2011-0458.1	WOS:000307799800024
10.1196/annals.1280.016	WOS:000189443500008
10.1200/JCO.2011.40.9565	WOS:000306556900001
10.1209/0295-5075/80/40002	WOS:000251647700002
10.1209/0295-5075/89/28002	WOS:000274848500033
10.1209/0295-5075/89/28003	WOS:000274848500034
10.1209/0295-5075/92/18002	WOS:000284469900033
10.1209/0295-5075/96/68003	WOS:000298561600050
10.1209/epl/i1999-00529-8	WOS:000084211100004
10.1209/epl/i2000-00497-y	WOS:000166056500019
10.1209/epl/i2001-00166-9	WOS:000167057200018
10.1209/epl/i2001-00456-2	WOS:000170394900021
10.1209/epl/i2001-00467-y	WOS:000170644500011
10.1209/epl/i2001-00574-3	WOS:000172321300011
10.1209/epl/i2002-00194-y	WOS:000177761700023
10.1209/epl/i2002-00217-9	WOS:000177304600022
10.1209/epl/i2002-00232-4	WOS:000176877200013
10.1209/epl/i2002-00239-3	WOS:000176877200020
10.1209/epl/i2002-00253-5	WOS:000179169600009
10.1209/epl/i2002-00284-x	WOS:000178821900018
10.1209/epl/i2002-00458-0	WOS:000176441400019
10.1209/epl/i2002-00606-0	WOS:000174756300010
10.1209/epl/i2002-00651-7	WOS:000175271000012
10.1209/epli2003-10111-6	WOS:000223030300018
10.1212/WNL.0b013e318245287d	WOS:000300040300015
10.1227/NEU.0b013e31824869e6	WOS:000301934000018
10.1238/Physica.Topical.091a00036	WOS:000170038200008
10.1238/Physica.Topical.091a00057	WOS:000170038200012
10.1238/Physica.Topical.091a00061	WOS:000170038200013
10.1238/Physica.Topical.091a00098	WOS:000170038200020
10.1238/Physica.Topical.092a00080	WOS:000170288100017
10.1238/Physica.Topical.094a00141	WOS:000171748000022
10.1238/Physica.Topical.103a00020	WOS:000182854700004
10.1238/Physica.Topical.103a00051	WOS:000182854700011
10.1238/Physica.Topical.103a00059	WOS:000182854700013
10.1238/Physica.Topical.111a00042	WOS:000204271700007
10.1238/Physica.Topical.111a00055	WOS:000204271700009
10.1238/Physica.Topical.111a00101	WOS:000204271700017
10.1238/Physica.Topical.111a00118	WOS:000204271700020
10.1238/Physica.Topical.111a00129	WOS:000204271700022
10.1238/Physica.Topical.111a00138	WOS:000204271700024
10.1238/Physica.Topical.111a00163	WOS:000204271700028
10.1238/Physica.Topical.111a00167	WOS:000204271700029
10.1238/Physica.Topical.111a00181	WOS:000204271700031
10.1238/Physica.Topical.111a00213	WOS:000204271700038
10.1242/jcs.090746	WOS:000300329100015
10.1263/jbb.90.473	WOS:000165594800001
10.1263/jbb.92.201	WOS:000172032300001
10.1299/jsmeb.45.129	WOS:000174734800023
10.1351/pac200072112149	WOS:000167257500007
10.1361/10599630420425	WOS:000223928200007
10.1364/AO.42.001594	WOS:000181708400006
10.1364/AO.42.001726	WOS:000181708400019
10.1364/AO.44.002839	WOS:000229046900019
10.1364/AO.45.007235	WOS:000240886000005
10.1364/JOSAA.21.001553	WOS:000222928300022
10.1364/JOSAB.22.000913	WOS:000228251500025
10.1364/OE.14.003106	WOS:000237144700002
10.1364/OE.14.005502	WOS:000238437800064
10.1364/OE.14.008111	WOS:000240460100013
10.1364/OE.15.003372	WOS:000245076200066
10.1364/OL.28.000941	WOS:000182927700025
10.1364/OL.28.002527	WOS:000187075300031
10.1364/OL.30.002527	WOS:000232046700001
10.1364/OPEX.13.008855	WOS:000232977500019
10.1364/OPEX.13.009409	WOS:000233334900031
10.1371/journal.pcbi.1000929	WOS:000282372600031
10.1371/journal.pcbi.1002270	WOS:000299167800005
10.1371/journal.pcbi.1002596	WOS:000308553500003
10.1371/journal.pcbi.1002666	WOS:000308553500044
10.1371/journal.pone.0009123	WOS:000274442600021
10.1371/journal.pone.0012312	WOS:000281075500029
10.1371/journal.pone.0022143	WOS:000292931200027
10.1371/journal.pone.0030920	WOS:000302178400018
10.1371/journal.pone.0031687	WOS:000302875500035
10.1371/journal.pone.0037627	WOS:000305343100041
10.1371/journal.pone.0038263	WOS:000305350000012
10.1371/journal.pone.0038828	WOS:000305583300057
10.1371/journal.pone.0041457	WOS:000306751300042
10.1371/journal.pone.0041873	WOS:000306950200120
10.1371/journal.pone.0042809	WOS:000308063700024
10.1371/journal.pone.0043537	WOS:000308286300064
10.1385/ABAB:118:1-3:215	WOS:000223278500019
10.1515/BC.2010.003	WOS:000273206000004
10.1515/LIBR.2003.71	WOS:000185283100001
10.1515/revac-2011-0031	WOS:000305195900002
10.1523/JNEUROSCI.0414-12.2012	WOS:000307125900021
10.1523/JNEUROSCI.1772-12.2012	WOS:000309506300006
10.1523/JNEUROSCI.3883-03.2004	WOS:000187888700016
10.1523/JNEUROSCI.4030-03.2004	WOS:000221924800014
10.1523/JNEUROSCI.5401-11.2012	WOS:000304627100020
10.1523/JNEUROSCI.6092-09.2010	WOS:000277358300031
10.1524/ract.2001.89.4-5.203	WOS:000169225500004
10.1524/ract.2001.89.4-5.215	WOS:000169225500005
10.1524/ract.2005.93.9-10.503	WOS:000233197100003
10.1524/ract.2005.93.9-10.553	WOS:000233197100013
10.1524/ract.2005.93.9-10.579	WOS:000233197100017
10.1524/ract.2009.1636	WOS:000271381600001
10.1524/ract.2010.1708	WOS:000276838900002
10.1524/ract.2010.1733	WOS:000280481700001
10.1524/ract.2010.1740	WOS:000281390400001
10.1524/ract.2010.1781	WOS:000285773600001
10.1524/ract.2012.1900	WOS:000302738800006
10.1524/ract.2012.1962	WOS:000308721100019
10.1524/ract.91.2.105.19991	WOS:000181635600007
10.1524/ract.91.4.185.19970	WOS:000182849800001
10.1524/ract.93.2.65.59415	WOS:000227723300001
10.1524/ract.93.6.357.65645	WOS:000230200300007
10.1524/teme.71.9.451.42750	WOS:000224098600001
10.1524/zkri.2012.1476	WOS:000309081300001
10.1524/zkri.2012.1480	WOS:000309081300003
10.1524/zpch.2001.215.5.637	WOS:000168409800007
10.1524/zpch.2002.216.11.1281	WOS:000179467200001
10.1524/zpch.2010.6099	WOS:000275275000011
10.1524/zpch.2010.6102	WOS:000275275000014
10.1524/zpch.217.5.587.20456	WOS:000182884100010
10.1524/zpch.219.4.439.61668	WOS:000228802400002
10.1529/biophy.sj.107.115766	WOS:000253313800037
10.1557/JMR.2000.0326	WOS:000165275400003
10.1557/JMR.2002.0142	WOS:000175414600009
10.1557/JMR.2002.0451	WOS:000179614600020
10.1557/JMR.2003.0127	WOS:000182063400027
10.1557/JMR.2003.0189	WOS:000183375800014
10.1557/JMR.2003.0274	WOS:000184611200036
10.1557/JMR.2007.0226	WOS:000247794300002
10.1557/jmr.2011.439	WOS:000304065000010
10.1590/S0100-06832005000100007	WOS:000229525200007
10.1667/0033-7587(2001)156[0419:TSADDF]2.0.CO;2	WOS:000171327000010
10.1897/1551-5028(2003)022<0784:SAFATS>2.0.CO;2	WOS:000185326200016
10.2113/JEEG10.3.287	WOS:000232266300006
10.2116/analsci.24.1183	WOS:000259584800019
10.2134/jeq2011.0467	WOS:000308931700016
10.2136/vzj2004.0156	WOS:000234472300002
10.2136/vzj2011.0066	WOS:000306830700005
10.2136/vzj2011.0115	WOS:000306830700017
10.2136/vzj2012.0005	WOS:000308526800028
10.2136/vzj2012.0009	WOS:000308526800030
10.2136/vzj2012.0018	WOS:000308526800032
10.2136/vzj2012.0105	WOS:000308526800035
10.2136/vzj2012.0122	WOS:000308526800036
10.2138/am.2006.1896	WOS:000234527900004
10.2166/wst.2007.433	WOS:000248734900005
10.2174/092986611794578305	WOS:000288983800005
10.2174/1389201043377020	WOS:000224302600004
10.2216/i0031-8884-40-5-399.1	WOS:000172799200002
10.2216/i0031-8884-43-5-529.1	WOS:000224368700004
10.2320/matertrans.43.2331	WOS:000178449800029
10.2320/matertrans.46.412	WOS:000228796300005
10.2478/s12175-009-0150-3	WOS:000271204800006
10.2967/jnumed.111.098590	WOS:000306164600020
10.2967/jnumed.112.103325	WOS:000308685100019
10.2980/1195-6860(2008)15[53:ERFFSI]2.0.CO;2	WOS:000254728300007
10.3139/146.100276	WOS:000275653100005
10.3139/146.101768	WOS:000262320100002
10.3171/jns.2005.102.2.0318	WOS:000227043200019
10.3171/jns.2005.102.5.0927	WOS:000231154200022
10.3184/096034003782748766	WOS:000187041500008
10.3184/096034003782748810	WOS:000187041500022
10.3184/096034003782749071	WOS:000184395500004
10.3184/096034003782750097	WOS:000187403300020
10.3184/096034005782744218	WOS:000238619900048
10.3184/096034005782744443	WOS:000238619900006
10.3184/096034005782744452	WOS:000238619900036
10.3184/096034005782750473	WOS:000231813600005
10.3184/096034005782750590	WOS:000231813600007
10.3184/096034006782739358	WOS:000246019500007
10.3327/jnst.39.363	WOS:000175889600017
10.3367/UFNr.0178.200803h.0323	WOS:000257460000007
10.3389/fncom.2010.00022	WOS:000283734200005
10.3389/fnhum.2012.00148	WOS:000304860900001
10.3390/molecules17011055	WOS:000299535700072
10.3390/s20100011	WOS:000182190700002
10.3390/s20900356	WOS:000182218000001
10.3390/s30600119	WOS:000184033900001
10.3390/s30700202	WOS:000184468100001
10.3390/s30900330	WOS:000185623700001
10.3390/s40670084	WOS:000223682200001
10.3390/s41000156	WOS:000225506300001
10.3390/s5030126	WOS:000229533400002
10.3390/s6040260	WOS:000237609300001
10.3390/s6040308	WOS:000237609300006
10.3390/S6040361	WOS:000237609300012
10.3390/s6040397	WOS:000237609300016
10.3390/s6040435	WOS:000237609300020
10.3390/s7081415	WOS:000249046500005
10.3413/nuk-2011041	WOS:000294693900005
10.3413/Nukmed-0455-11-12	WOS:000307487000006
10.3732/ajb.92.1.2	WOS:000226507300002
10.3938/jkps.59.1487	WOS:000294080700007
10.3938/jkps.59.1888	WOS:000294080700105
10.3938/jkps.59.1965	WOS:000294080700124
10.3938/jkps.59.1983	WOS:000294080700128
10.3938/jkps.59.1987	WOS:000294080700129
10.4028/www.scientific.net/KEM.488-489.303	WOS:000306531200075
10.4028/www.scientific.net/MSF.654-656.2410	WOS:000285374600591
10.4028/www.scientific.net/MSF.654-656.2875	WOS:000285374600706
10.4028/www.scientific.net/MSF.696.194	WOS:000302594300030
10.4161/auto.19496	WOS:000305403400002
10.4161/cam.4.2.10745	WOS:000208234700014
10.4319/lo.2009.54.1.0194	WOS:000265168800016
10.4319/lo.2011.56.4.1399	WOS:000294603400018
10.5012/bkcs.2012.33.3.1015	WOS:000302196300042
10.5194/acp-10-5343-2010	WOS:000279391100004
10.5194/acp-10-7057-2010	WOS:000280847700004
10.5194/acp-10-7709-2010	WOS:000281432800013
10.5194/acp-10-9039-2010	WOS:000282429000023
10.5194/acp-11-11919-2011	WOS:000298134200039
10.5194/acp-11-3007-2011	WOS:000288982300037
10.5194/acp-12-1483-2012	WOS:000300656500016
10.5194/acp-12-1497-2012	WOS:000300656500017
10.5194/acp-12-1541-2012	WOS:000300656500021
10.5194/acp-12-1881-2012	WOS:000300875900014
10.5194/acp-12-2037-2012	WOS:000300875900023
10.5194/acp-12-2567-2012	WOS:000301547500021
10.5194/acp-12-3219-2012	WOS:000302806700006
10.5194/acp-12-4341-2012	WOS:000304055600032
10.5194/acp-12-4525-2012	WOS:000304672000011
10.5194/acp-12-4723-2012	WOS:000304672000023
10.5194/acp-12-5113-2012	WOS:000305281600020
10.5194/acp-12-6157-2012	WOS:000306808300007
10.5194/acp-12-6757-2012	WOS:000308287000005
10.5194/acp-12-7135-2012	WOS:000308287000025
10.5194/acp-12-7475-2012	WOS:000308287700015
10.5194/acp-12-8389-2012	WOS:000309424300006
10.5194/acp-12-941-2012	WOS:000300321500022
10.5194/acp-9-7419-2009	WOS:000270779700010
10.5194/acp-9-7725-2009	WOS:000271240500004
10.5194/amt-3-1423-2010	WOS:000283661300017
10.5194/amt-3-1437-2010	WOS:000283661300018
10.5194/amt-3-1589-2010	WOS:000285573200008
10.5194/amt-3-1647-2010	WOS:000285573200012
10.5194/amt-4-1821-2011	WOS:000295367700008
10.5194/amt-4-2685-2011	WOS:000298492400006
10.5194/amt-4-485-2011	WOS:000288911000007
10.5194/amt-5-1611-2012	WOS:000306975500008
10.5194/amt-5-1637-2012	WOS:000306975500010
10.5194/angeo-30-1055-2012	WOS:000306975300003
10.5194/bg-7-2203-2010	WOS:000280515300013
10.5194/bg-9-1741-2012	WOS:000305829800001
10.5194/bg-9-527-2012	WOS:000300229000035
10.5194/gmd-5-611-2012	WOS:000304061200004
10.5194/hess-16-2957-2012	WOS:000308245800039
